Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2024-12-25 19:24:29,796,802,809,805,779,-1.66,-0.19,10.83,0.09,0.07,-0.09
2024-12-25 19:24:29,792,798,791,789,781,-1.50,-0.32,10.06,1.10,0.13,-0.22
2024-12-25 19:24:29,784,779,780,781,780,-1.98,2.07,10.32,0.28,0.15,-0.15
2024-12-25 19:24:29,775,777,780,778,776,-1.17,2.49,10.18,-0.29,-0.05,0.01
2024-12-25 19:24:29,785,797,805,800,776,-3.14,1.25,9.08,-0.36,-0.13,0.07
2024-12-25 19:24:29,786,796,806,809,777,-1.49,0.35,11.04,-0.08,0.07,-0.20
2024-12-25 19:24:29,779,792,805,802,776,-1.67,1.03,9.86,0.46,0.16,0.00
2024-12-25 19:24:29,776,782,793,792,772,-1.93,2.14,10.30,1.18,-0.08,-0.18
2024-12-25 19:24:29,779,786,804,802,774,-0.15,1.90,10.57,-1.03,-0.55,0.15
2024-12-25 19:24:29,789,798,817,815,776,-0.79,1.21,10.07,-0.37,-0.25,-0.23
2024-12-25 19:24:29,787,785,789,787,773,-1.03,0.64,11.29,0.27,0.23,-0.12
2024-12-25 19:24:29,790,803,826,821,777,-0.90,0.63,10.08,-0.60,-0.08,0.05
2024-12-25 19:24:29,791,793,801,801,775,-1.10,0.67,11.18,-0.00,0.08,-0.02
2024-12-25 19:24:29,792,791,801,798,774,-1.12,0.39,10.38,-0.12,-0.09,-0.02
2024-12-25 19:24:29,793,793,802,800,775,-0.45,0.42,11.01,0.00,-0.14,-0.15
2024-12-25 19:24:29,793,796,805,802,774,0.28,0.45,10.51,-0.28,-0.28,-0.04
2024-12-25 19:24:29,794,796,807,804,777,0.04,0.05,10.32,0.01,-0.00,-0.06
2024-12-25 19:24:29,794,797,807,803,775,-0.24,0.14,11.00,-0.04,0.19,0.17
2024-12-25 19:24:29,791,795,806,804,775,-0.63,0.22,10.39,-0.10,0.00,-0.03
2024-12-25 19:24:29,794,798,808,806,776,-0.10,-0.35,10.73,-0.29,0.10,0.03
2024-12-25 19:24:29,793,797,809,805,776,-0.52,-0.13,10.49,-0.02,0.01,-0.19
2024-12-25 19:24:29,793,797,809,805,775,-0.30,-0.27,10.65,0.04,0.01,-0.15
2024-12-25 19:24:29,794,799,808,806,775,0.11,-0.13,10.77,-0.01,-0.10,-0.03
2024-12-25 19:24:29,794,798,808,805,775,-0.31,-0.23,10.78,-0.04,0.05,0.08
2024-12-25 19:24:29,792,800,809,806,775,-0.51,-0.19,10.62,-0.05,0.24,-0.11
2024-12-25 19:24:29,791,790,793,788,772,-0.28,-0.26,10.70,0.59,0.33,-0.05
2024-12-25 19:24:29,792,788,789,787,775,-1.29,0.30,10.55,-0.14,0.53,0.26
2024-12-25 19:24:29,791,793,793,791,773,-1.19,0.43,10.64,-0.07,0.20,0.05
2024-12-25 19:24:29,790,791,792,791,775,-0.68,0.29,9.89,-0.02,-0.03,-0.05
2024-12-25 19:24:29,792,791,792,792,774,-0.73,0.43,10.98,-0.05,0.00,0.05
2024-12-25 19:24:29,791,792,795,792,774,-0.86,0.53,10.14,-0.04,-0.01,0.04
2024-12-25 19:24:29,791,792,795,790,774,-0.51,0.71,10.82,-0.06,0.12,0.00
2024-12-25 19:24:29,790,794,792,792,776,-1.04,0.50,10.09,-0.27,-0.27,-0.08
2024-12-25 19:24:29,792,788,789,787,773,-0.76,-0.17,10.46,-0.14,0.22,-0.16
2024-12-25 19:24:29,785,781,781,779,774,-1.34,1.52,10.12,0.96,0.49,0.13
2024-12-25 19:24:29,784,777,778,776,774,-1.78,1.79,9.33,0.19,0.32,0.14
2024-12-25 19:24:29,782,775,777,776,773,-2.50,2.83,9.90,0.11,0.35,0.10
2024-12-25 19:24:29,783,775,778,776,771,-2.58,2.87,9.71,0.10,0.14,-0.03
2024-12-25 19:24:29,781,775,785,783,772,-2.07,2.95,9.67,-0.22,-0.10,-0.14
2024-12-25 19:24:29,783,774,780,778,769,-2.37,2.91,9.98,0.03,-0.13,-0.08
2024-12-25 19:24:29,786,772,777,774,764,-2.24,2.68,9.88,-0.32,0.16,0.05
2024-12-25 19:24:29,788,785,794,790,766,-2.34,1.63,10.07,-0.75,-0.14,-0.04
2024-12-25 19:24:29,792,788,793,790,765,-2.27,1.36,10.61,0.04,0.11,-0.05
2024-12-25 19:24:29,794,792,793,790,769,-2.30,1.35,10.28,0.00,0.06,-0.02
2024-12-25 19:24:29,794,794,796,792,769,-2.46,1.60,10.04,0.06,0.03,-0.04
2024-12-25 19:24:29,791,793,795,792,768,-2.20,1.61,10.09,-0.05,0.08,-0.08
2024-12-25 19:24:29,792,791,796,794,767,-2.77,1.74,10.01,0.28,-0.15,0.06
2024-12-25 19:24:29,791,788,791,789,765,-2.10,2.50,9.84,0.02,0.02,0.02
2024-12-25 19:24:29,791,786,789,788,769,-2.11,2.53,10.16,-0.04,0.18,-0.08
2024-12-25 19:24:29,791,784,792,790,768,-2.63,2.38,9.86,0.00,-0.08,0.01
2024-12-25 19:24:29,793,788,794,792,769,-2.08,2.41,9.94,-0.15,0.11,-0.09
2024-12-25 19:24:29,789,787,793,793,770,-2.81,2.49,9.91,-0.44,-0.25,-0.13
2024-12-25 19:24:29,794,788,794,792,770,-0.64,1.81,10.48,-0.13,-0.62,-0.08
2024-12-25 19:24:29,792,789,793,791,768,-1.24,1.34,10.28,-0.19,0.00,0.01
2024-12-25 19:24:29,793,790,792,791,769,-1.20,0.95,10.41,-0.06,0.11,0.11
2024-12-25 19:24:29,792,787,795,792,769,-2.55,0.75,10.68,-0.36,0.17,-0.01
2024-12-25 19:24:29,789,785,790,787,768,-1.36,0.40,10.64,0.00,0.27,0.04
2024-12-25 19:24:29,783,781,783,779,768,-0.93,2.34,8.78,0.33,-0.19,0.23
2024-12-25 19:24:29,780,776,779,776,768,-2.32,2.42,10.84,0.11,-0.07,-0.07
2024-12-25 19:24:29,775,775,777,777,767,-2.15,2.25,9.74,-0.17,0.19,-0.10
2024-12-25 19:24:29,770,776,778,777,768,-2.18,1.86,10.34,-0.09,0.07,-0.11
2024-12-25 19:24:29,768,776,781,777,768,-2.39,1.69,10.28,-0.30,0.01,-0.00
2024-12-25 19:24:29,768,775,780,778,768,-2.34,0.99,10.33,-0.52,0.02,-0.03
2024-12-25 19:24:30,769,780,785,783,766,-2.67,-0.48,10.94,-0.96,-0.23,-0.07
2024-12-25 19:24:30,809,787,791,790,766,-0.70,-1.54,10.79,-1.32,-0.18,0.34
2024-12-25 19:24:30,830,816,839,836,773,-1.23,-3.39,10.04,-1.44,-0.46,0.66
2024-12-25 19:24:30,853,882,888,884,820,-1.44,-5.33,8.06,-1.23,-0.23,0.69
2024-12-25 19:24:30,882,905,906,900,827,-1.88,-5.91,7.89,-1.43,-0.10,0.72
2024-12-25 19:24:30,904,910,912,908,845,-3.16,-8.06,2.75,-1.92,0.19,0.13
2024-12-25 19:24:31,900,905,914,912,852,-3.36,-8.38,0.39,-0.77,0.21,0.21
2024-12-25 19:24:31,889,906,914,910,854,-3.39,-9.35,-0.05,-0.66,0.52,-0.18
2024-12-25 19:24:31,908,905,915,909,852,-2.36,-8.97,-0.74,0.08,0.09,-0.04
2024-12-25 19:24:31,891,905,912,909,854,-2.89,-9.29,-0.58,-0.05,0.00,-0.03
2024-12-25 19:24:31,898,905,912,910,857,-2.93,-9.28,-0.71,-0.00,0.03,-0.02
2024-12-25 19:24:32,887,903,910,907,858,-2.76,-9.36,-0.73,-0.06,0.03,-0.01
2024-12-25 19:24:32,893,903,907,906,858,-2.90,-9.27,-0.67,-0.02,0.04,0.02
2024-12-25 19:24:32,895,901,908,906,862,-3.03,-9.17,-0.81,-0.03,0.02,0.01
2024-12-25 19:24:32,885,900,908,904,859,-2.89,-9.16,-0.75,-0.04,0.02,-0.03
2024-12-25 19:24:32,906,902,908,905,859,-3.07,-9.21,-0.68,-0.03,0.01,-0.02
2024-12-25 19:24:33,880,900,906,904,858,-2.66,-9.23,-0.55,-0.02,0.07,-0.03
2024-12-25 19:24:33,900,899,908,904,857,-2.99,-9.14,-1.00,-0.09,-0.11,-0.13
2024-12-25 19:24:33,883,897,908,900,857,-2.91,-9.31,-0.65,0.06,-0.01,0.02
2024-12-25 19:24:33,898,897,908,905,857,-2.84,-9.32,-0.42,0.00,0.01,-0.02
